,BNF CODE,BNF NAME                                    ,SUB_CHAPTER,SUB_CHAPTER_REM,ITEMS  ,NIC        ,ACT COST   ,QUANTITY
582097,0204000T0BCAAAC,Sotacor_Tab 80mg                        ,204000,T0BCAAAC,1,12.25,11.46,112
15805,0204000U0AAAAAA,Atenolol/Nifedipine_Cap 50mg/20mg M/R   ,204000,U0AAAAAA,1,15.3,14.18,28
43259,0204000U0BCAAAA,Tenif_Cap 50mg/20mg M/R                 ,204000,U0BCAAAA,1,30.6,28.36,56
5924,0204000V0AAAAAA,Timolol_Tab 10mg                        ,204000,V0AAAAAA,1,38.66,35.82,30
2044106,0204000V0AAABAB,Timolol_Tab 10mg                 @gn    ,204000,V0AAABAB,1,37.21,34.48,30
7486089,0205010AAAAAAAA,Macitentan_Tab 10mg                     ,205010,AAAAAAAA,1,2306,2136.01,30
5565241,0205010ABBBAAAA,Adempas_Tab 0.5mg                       ,205010,ABBBAAAA,1,23.75,22.11,1
651707,0205010J0AAA3A3,Hydralazine HCl_Liq Spec 10mg/5ml       ,205010,J0AAA3A3,1,235.44,218.1,200
1782802,0205010J0AAA4A4,Hydralazine HCl_Liq Spec 50mg/5ml       ,205010,J0AAA4A4,1,499,462.23,450
8649209,0205010J0AAA8A8,Hydralazine HCl_Liq Spec 25mg/5ml       ,205010,J0AAA8A8,1,450,416.84,420
2741,0205010J0AAAGAG,Hydralazine HCl_Tab 25mg                ,205010,J0AAAGAG,2,25.08,23.26,224
12524,0205010J0AAAHAH,Hydralazine HCl_Tab 50mg                ,205010,J0AAAHAH,1,14.79,13.81,84
7722790,0205010J0AABKBK,Hydralazine HCl_Tab 10mg                ,205010,J0AABKBK,1,130.91,121.37,84
5934,0205010J0BBAAAG,Apresoline_Tab 25mg                     ,205010,J0BBAAAG,1,2.25,2.2,56
5935,0205010N0AAAAAA,Minoxidil_Tab 2.5mg                     ,205010,N0AAAAAA,1,8.88,8.24,60
23437,0205010N0AAABAB,Minoxidil_Tab 5mg                       ,205010,N0AAABAB,1,14.77,13.79,56
2742,0205010N0AAACAC,Minoxidil_Tab 10mg                      ,205010,N0AAACAC,2,245.44,227.37,480
1332485,0205010N0BBAAAA,Loniten_Tab 2.5mg                       ,205010,N0BBAAAA,1,17.76,16.46,120
22382,0205010N0BBABAB,Loniten_Tab 5mg                         ,205010,N0BBABAB,1,23.75,22.11,90
653169,0205010N0BBACAC,Loniten_Tab 10mg                        ,205010,N0BBACAC,1,14.32,13.38,28
9153607,0205010U0AAAAAA,Bosentan_Tab 62.5mg                     ,205010,U0AAAAAA,1,755.11,699.56,28
8909282,0205010U0AAABAB,Bosentan_Tab 125mg                      ,205010,U0AAABAB,1,1510.21,1398.89,56
7486091,0205010V0AAACAC,Iloprost_Neb Soln 10mcg/1ml Amp         ,205010,V0AAACAC,1,400.19,370.7,30
6085151,0205010X0AAAAAA,Ambrisentan_Tab 5mg                     ,205010,X0AAAAAA,4,1510.2,1399.32,28
181058,0205010Y0AAAAAA,Sildenafil_Tab 20mg                     ,205010,Y0AAAAAA,2,892.66,826.88,180
148163,0205010Y0AAABAB,Sildenafil_Susp 10mg/1ml S/F            ,205010,Y0AAABAB,1,186.75,173,112
457852,0205010Y0BBAAAA,Revatio_Tab 20mg                        ,205010,Y0BBAAAA,1,208.29,193.05,42
291791,0205010Y0BBABAB,Revatio_Susp 10mg/1ml S/F               ,205010,Y0BBABAB,1,186.75,173,112
4928236,0205010Z0BBAAAA,Adcirca_Tab 20mg                        ,205010,Z0BBAAAA,1,491.22,455.02,56
6335786,0205020E0AAABAB,Clonidine HCl_Inj 150mcg/ml 1ml Amp     ,205020,E0AAABAB,1,12.54,11.63,30
10576,0205020E0AAACAC,Clonidine HCl_Tab 100mcg                ,205020,E0AAACAC,1,6.75,6.36,84
3677318,0205020E0AAAFAF,Clonidine HCl_Skin Patch 100mcg/24hrs   ,205020,E0AAAFAF,1,44.42,41.16,4
3071000,0205020E0AAAGAG,Clonidine HCl_Skin Patch 200mcg/24hrs   ,205020,E0AAAGAG,1,118.4,109.68,4
1359776,0205020E0AAAHAH,Clonidine HCl_Skin Patch 300mcg/24hrs   ,205020,E0AAAHAH,1,358.64,332.21,8
71820,0205020E0BBAAAC,Catapres_Tab 0.1mg                      ,205020,E0BBAAAC,1,4.5,4.28,56
3630118,0205020E0BBAEAF,Catapres TTS 1_Patch 100mcg/24hrs       ,205020,E0BBAEAF,1,102.22,94.7,4
624819,0205020G0AAACAC,Guanfacine HCl_Tab 1mg                  ,205020,G0AAACAC,1,23.05,21.36,7
835,0205020H0AAACAC,Methyldopa_Tab 125mg                    ,205020,H0AAACAC,1,432.52,400.65,224
2743,0205020H0AAADAD,Methyldopa_Tab 250mg                    ,205020,H0AAADAD,2,16.12,15.16,168
5937,0205020H0AAAEAE,Methyldopa_Tab 500mg                    ,205020,H0AAAEAE,1,9.57,8.88,56
2564648,0205020H0AAAIAI,Methyldopa_Liq Spec 250mg/5ml           ,205020,H0AAAIAI,1,232.33,215.22,300
1563295,0205020H0BBABAD,Aldomet_Tab 250mg                       ,205020,H0BBABAD,2,12.3,11.42,120
658857,0205020H0BBACAE,Aldomet_Tab 500mg                       ,205020,H0BBACAE,2,16.98,15.96,112
836,0205020M0AAAAAA,Moxonidine_Tab 200mcg                   ,205020,M0AAAAAA,2,4.68,4.36,112
837,0205020M0AAABAB,Moxonidine_Tab 400mcg                   ,205020,M0AAABAB,6,5.06,5.17,112
2745,0205020M0AAACAC,Moxonidine_Tab 300mcg                   ,205020,M0AAACAC,5,6.3,6.1,140
168870,0205020M0BBAAAA,Physiotens_Tab 200mcg (Mylan)           ,205020,M0BBAAAA,1,19.44,18.02,56
168871,0205020M0BBABAB,Physiotens_Tab 400mcg (Mylan)           ,205020,M0BBABAB,1,26.52,24.58,56
43273,0205020M0BBACAC,Physiotens_Tab 300mcg (Mylan)           ,205020,M0BBACAC,1,22.98,21.3,56
838,0205040D0AAAAAA,Doxazosin Mesil_Tab 1mg                 ,205040,D0AAAAAA,6,3.36,3.59,140
839,0205040D0AAABAB,Doxazosin Mesil_Tab 2mg                 ,205040,D0AAABAB,19,12.58,12.68,518
840,0205040D0AAACAC,Doxazosin Mesil_Tab 4mg                 ,205040,D0AAACAC,11,17.52,16.36,672
841,0205040D0AAAQAQ,Doxazosin Mesil_Tab 4mg M/R             ,205040,D0AAAQAQ,2,10,9.29,56
842,0205040D0AAARAR,Doxazosin Mesil_Tab 8mg M/R             ,205040,D0AAARAR,1,9.98,9.26,28
10585,0205040D0AAAXAX,Doxazosin Mesil_Oral Soln 4mg/5ml       ,205040,D0AAAXAX,1,90.08,83.45,300
140568,0205040D0AAAYAY,Doxazosin Mesil_Oral Susp 4mg/5ml       ,205040,D0AAAYAY,1,129.47,119.94,150
2723313,0205040D0AAAZAZ,Doxazosin Mesil_Oral Soln 1mg/5ml       ,205040,D0AAAZAZ,2,577.48,534.94,1200
8920,0205040D0AABABA,Doxazosin Mesil_Oral Susp 1mg/5ml       ,205040,D0AABABA,1,165.24,153.07,450
143864,0205040D0BBAAAA,Cardura_Tab 1mg                         ,205040,D0BBAAAA,1,21.12,19.58,56
25291,0205040D0BBABAB,Cardura_Tab 2mg                         ,205040,D0BBABAB,1,56.32,52.18,112
25292,0205040D0BBADAQ,Cardura XL_Tab 4mg                      ,205040,D0BBADAQ,1,5,4.64,28
2751,0205040D0BBAEAR,Cardura XL_Tab 8mg                      ,205040,D0BBAEAR,1,19.96,18.5,56
691443,0205040D0BDAAAA,Doxadura_Tab 1mg                        ,205040,D0BDAAAA,1,0.64,0.61,28
177033,0205040D0BDABAB,Doxadura_Tab 2mg                        ,205040,D0BDABAB,1,0.66,0.62,28
218595,0205040D0BDACAC,Doxadura_Tab 4mg                        ,205040,D0BDACAC,3,4.32,4.04,168
78954,0205040D0BDADAQ,Doxadura_XL Tab 4mg                     ,205040,D0BDADAQ,1,19,17.61,112
5940458,0205040D0BEAAAQ,Slocinx XL_Tab 4mg                      ,205040,D0BEAAAQ,1,11.92,11.05,56
5207697,0205040D0BGABAQ,Cardozin XL_Tab 4mg (Almus)             ,205040,D0BGABAQ,1,3.17,2.94,14
2192498,0205040D0BIAAAQ,Doxzogen XL_Tab 4mg                     ,205040,D0BIAAAQ,1,11.4,10.57,56
864897,0205040D0BJAAAQ,Larbex XL_Tab 4mg                       ,205040,D0BJAAAQ,1,12.16,11.28,56
112964,0205040D0BKAAAQ,Raporsin XL_Tab 4mg                     ,205040,D0BKAAAQ,2,22.8,21.14,112
157118,0205040I0AAAAAA,Indoramin_Tab 25mg                      ,205040,I0AAAAAA,1,60.26,55.83,84
271751,0205040M0AAACAC,Phenoxybenz HCl_Cap 10mg                ,205040,M0AAACAC,2,796.02,737.56,224
5329523,0205040P0BBAAAA,Rogitine_Inj 10mg/ml 1ml Amp            ,205040,P0BBAAAA,1,7.65,7.1,5
51130,0205040S0AAABAB,Prazosin HCl_Tab 500mcg                 ,205040,S0AAABAB,1,2.51,2.44,56
8921,0205040S0AAACAC,Prazosin HCl_Tab 1mg                    ,205040,S0AAACAC,1,19.38,18.06,336
5952312,0205040S0AAADAD,Prazosin HCl_Tab 2mg                    ,205040,S0AAADAD,1,1.73,1.71,28
4781492,0205040S0AAAEAE,Prazosin HCl_Tab 5mg                    ,205040,S0AAAEAE,2,472.34,437.54,56
311936,0205040S0BBAAAB,Hypovase_Tab 500mcg                     ,205040,S0BBAAAB,1,3.77,3.6,84
67320,0205040S0BBABAC,Hypovase_Tab 1mg                        ,205040,S0BBABAC,2,9.68,9.2,168
271752,0205040V0AAAAAA,Terazosin HCl_S/Pack (1mg/2mg) Tab      ,205040,V0AAAAAA,1,13,12.07,1
2752,0205040V0AAABAB,Terazosin HCl_Tab 2mg                   ,205040,V0AAABAB,1,6.48,6.01,112
12536,0205040V0AAACAC,Terazosin HCl_Tab 5mg                   ,205040,V0AAACAC,1,1.67,1.56,28
18623,0205040V0AAADAD,Terazosin HCl_Tab 10mg                  ,205040,V0AAADAD,1,7.87,7.3,28
208255,0205040V0BBABAB,Hytrin_Tab 2mg                          ,205040,V0BBABAB,1,18.86,17.58,240
95536,0205040V0BBACAC,Hytrin_Tab 5mg                          ,205040,V0BBACAC,1,8.26,7.66,56
175200,0205040V0BBADAD,Hytrin_Tab 10mg                         ,205040,V0BBADAD,2,15.74,14.6,56
1185530,0205040V0BBAEAA,Hytrin_S/Pack (1mg/2mg) Tab             ,205040,V0BBAEAA,1,13,12.07,1
1290663,0205051AAAAABAB,Perindopril Tosilate_Tab 5mg            ,205051,AAAAABAB,1,4.43,4.12,30
3809645,0205051AAAAACAC,Perindopril Tosilate_Tab 10mg           ,205051,AAAAACAC,1,16.89,15.76,56
882061,0205051ABAAAAAA,Perindopril/Indapamide_Tab 5mg/1.25mg   ,205051,ABAAAAAA,3,42.75,39.84,142
387405,0205051ACAAAAAA,Perindopril/Amlodipine_Tab 4mg/5mg      ,205051,ACAAAAAA,1,10.12,9.39,60
379836,0205051ACAAABAB,Perindopril/Amlodipine_Tab 4mg/10mg     ,205051,ACAAABAB,1,5.06,4.7,30
843,0205051ACAAACAC,Perindopril/Amlodipine_Tab 8mg/10mg     ,205051,ACAAACAC,1,10.12,9.39,60
688338,0205051ACAAADAD,Perindopril/Amlodipine_Tab 8mg/5mg      ,205051,ACAAADAD,1,10.12,9.39,60
54756,0205051E0AAAEAE,Cilazapril_Tab 5mg                      ,205051,E0AAAEAE,1,51.8,47.99,28
23447,0205051F0AAADAD,Captopril_Tab 12.5mg                    ,205051,F0AAADAD,1,2.44,2.27,56
5945,0205051F0AAAEAE,Captopril_Tab 25mg                      ,205051,F0AAAEAE,1,0.82,0.77,56
5946,0205051F0AAAFAF,Captopril_Tab 50mg                      ,205051,F0AAAFAF,1,1.24,1.26,28
2135436,0205051F0AABNBN,Captopril_Liq Spec 5mg/5ml              ,205051,F0AABNBN,3,1543.86,1430.08,1572
7052885,0205051F0AABRBR,Captopril_Liq Spec 10mg/5ml             ,205051,F0AABRBR,1,232,214.91,100
3044730,0205051F0AABTBT,Captopril_Liq Spec 12.5mg/5ml           ,205051,F0AABTBT,1,279.56,258.96,200
3507132,0205051F0AABWBW,Captopril_Liq Spec 25mg/5ml             ,205051,F0AABWBW,1,182.6,169.15,100
3178895,0205051F0AABXBX,Captopril_Liq Spec 6.25mg/5ml           ,205051,F0AABXBX,1,456.48,422.84,400
1793318,0205051F0AABYBY,Captopril_Liq Spec 2.5mg/5ml            ,205051,F0AABYBY,1,384.06,355.76,400
2686287,0205051F0AACDCD,Captopril_Liq Spec 3mg/5ml              ,205051,F0AACDCD,1,506.97,469.61,100
488751,0205051F0AADZDZ,Captopril_Oral Soln 25mg/5ml S/F        ,205051,F0AADZDZ,2,697.22,646.05,640
35206,0205051F0AAEAEA,Captopril_Oral Soln 5mg/5ml S/F         ,205051,F0AAEAEA,2,294.63,272.93,300
33801,0205051F0BCABAE,Capoten_Tab 25mg                        ,205051,F0BCABAE,1,31.56,29.25,168
691451,0205051F0BIAADZ,Noyada_Oral Soln 25mg/5ml               ,205051,F0BIAADZ,1,326.82,302.74,300
863388,0205051F0BIABEA,Noyada_Oral Soln 5mg/5ml                ,205051,F0BIABEA,1,196.42,181.95,200
71831,0205051G0AAAAAA,Co-Zidocapt_Tab 25mg/50mg               ,205051,G0AAAAAA,2,14.04,13.23,56
10588,0205051G0BCAAAA,Capozide_Tab 25mg/50mg                  ,205051,G0BCAAAA,1,28.07,26.11,112
12537,0205051H0AAAAAA,Enalapril/Hydchloroth_Tab 20mg/12.5mg   ,205051,H0AAAAAA,1,19.98,18.52,28
20410,0205051H0BBAAAA,Innozide_Tab                            ,205051,H0BBAAAA,1,27.8,25.76,56
4454,0205051I0AAAAAA,Enalapril Mal_Tab 2.5mg                 ,205051,I0AAAAAA,2,8.42,7.82,56
844,0205051I0AAABAB,Enalapril Mal_Tab 5mg                   ,205051,I0AAABAB,2,9.56,8.88,112
845,0205051I0AAACAC,Enalapril Mal_Tab 10mg                  ,205051,I0AAACAC,4,9,8.39,112
846,0205051I0AAADAD,Enalapril Mal_Tab 20mg                  ,205051,I0AAADAD,4,13.14,12.22,168
3189483,0205051I0AAAJAJ,Enalapril Mal_Liq Spec 2.5mg/5ml        ,205051,I0AAAJAJ,2,653.4,605.26,600
1940913,0205051I0AABFBF,Enalapril Mal_Oral Soln 1.25mg/5ml      ,205051,I0AABFBF,1,214.71,198.89,300
6926735,0205051I0AABTBT,Enalapril Mal_Liq Spec 1.2mg/5ml        ,205051,I0AABTBT,1,300.98,278.8,200
33806,0205051I0AABYBY,Enalapril Mal_Oral Soln 5mg/5ml         ,205051,I0AABYBY,1,110.6,102.46,300
2203134,0205051I0AABZBZ,Enalapril Mal_Oral Susp 5mg/5ml         ,205051,I0AABZBZ,2,173,160.27,150
561818,0205051I0AACACA,Enalapril Mal_Oral Susp 10mg/5ml        ,205051,I0AACACA,1,239.05,221.44,100
299001,0205051I0AACBCB,Enalapril Mal_Oral Susp 1.25mg/5ml      ,205051,I0AACBCB,1,214.71,198.89,300
7294,0205051I0BBAAAA,Innovace_Tab 2.5mg                      ,205051,I0BBAAAA,2,21.4,19.84,112
213620,0205051I0BBABAB,Innovace_Tab 5mg                        ,205051,I0BBABAB,1,15.02,13.93,56
45646,0205051I0BBACAC,Innovace_Tab 10mg                       ,205051,I0BBACAC,1,42.12,39.03,112
40180,0205051I0BBADAD,Innovace_Tab 20mg                       ,205051,I0BBADAD,1,12.51,11.6,28
22390,0205051J0AAAAAA,Fosinopril Sod_Tab 10mg                 ,205051,J0AAAAAA,1,5.39,4.99,28
847,0205051J0AAABAB,Fosinopril Sod_Tab 20mg                 ,205051,J0AAABAB,1,10,9.28,56
848,0205051K0AAAAAA,Lisinopril/Hydchloroth_Tab 20mg/12.5mg  ,205051,K0AAAAAA,1,1.68,1.57,28
849,0205051K0AAABAB,Lisinopril/Hydchloroth_Tab 10mg/12.5mg  ,205051,K0AAABAB,1,3.51,3.26,28
15826,0205051K0BBAAAA,Zestoretic 20_Tab                       ,205051,K0BBAAAA,2,27.64,25.63,56
14283,0205051K0BBABAB,Zestoretic 10_Tab                       ,205051,K0BBABAB,2,27.24,25.26,56
4112274,0205051K0BCAAAA,Carace 20 Plus_Tab                      ,205051,K0BCAAAA,1,11.43,10.6,28
850,0205051L0AAAAAA,Lisinopril_Tab 2.5mg                    ,205051,L0AAAAAA,6,3.27,3.4,133
851,0205051L0AAABAB,Lisinopril_Tab 5mg                      ,205051,L0AAABAB,3,2.76,2.59,112
852,0205051L0AAACAC,Lisinopril_Tab 10mg                     ,205051,L0AAACAC,7,6.39,6.01,252
853,0205051L0AAADAD,Lisinopril_Tab 20mg                     ,205051,L0AAADAD,6,7.02,6.57,252
105323,0205051L0AAAGAG,Lisinopril_Liq Spec 5mg/5ml             ,205051,L0AAAGAG,1,154.11,142.76,150
554298,0205051L0AAAIAI,Lisinopril_Liq Spec 2.5mg/5ml           ,205051,L0AAAIAI,1,434,402.02,150
8931,0205051L0AAAQAQ,Lisinopril_Oral Soln 5mg/5ml S/F        ,205051,L0AAAQAQ,1,154.11,142.76,150
884534,0205051L0AAAYAY,Lisinopril_Oral Soln 20mg/5ml           ,205051,L0AAAYAY,1,196.04,181.6,200
381657,0205051L0AAAZAZ,Lisinopril_Oral Susp 20mg/5ml           ,205051,L0AAAZAZ,1,94.58,87.62,100
10599,0205051L0BBABAB,Zestril_Tab 5mg                         ,205051,L0BBABAB,1,9.42,8.74,28
854,0205051L0BBACAC,Zestril_Tab 10mg                        ,205051,L0BBACAC,1,14.76,13.68,28
5956,0205051L0BBADAD,Zestril_Tab 20mg                        ,205051,L0BBADAD,1,26.04,24.13,56
5327574,0205051L0BCACAC,Carace_Tab 10mg                         ,205051,L0BCACAC,1,21.02,19.48,56
349,0205051M0AAAAAA,Perindopril Erbumine_Tab 2mg            ,205051,M0AAAAAA,1,1.13,1.16,4
856,0205051M0AAABAB,Perindopril Erbumine_Tab 4mg            ,205051,M0AAABAB,12,54.4,51.14,320
857,0205051M0AAAFAF,Perindopril Erbumine_Tab 8mg            ,205051,M0AAAFAF,6,46.7,43.43,178
3687562,0205051M0AAAHAH,Perindopril Erbumine_Liq Spec 8mg/5ml   ,205051,M0AAAHAH,1,162.92,150.92,150
253704,0205051M0AAAKAK,Perindopril Erbumine_Oral Soln 4mg/5ml  ,205051,M0AAAKAK,1,41.53,38.48,150
1353073,0205051M0AAALAL,Perindopril Erbumine_Oral Susp 4mg/5ml  ,205051,M0AAALAL,1,69.36,64.26,100
3958017,0205051M0BBAAAA,Coversyl_Tab 2mg                        ,205051,M0BBAAAA,1,7.14,6.73,28
2867052,0205051M0BBABAB,Coversyl_Tab 4mg                        ,205051,M0BBABAB,1,7,6.6,28
2202081,0205051M0BBACAF,Coversyl_Tab 8mg                        ,205051,M0BBACAF,1,1.13,1.06,30
3001853,0205051N0AAAAAA,Perindopril Erbum/Indapam_Tab 4mg/1.25mg,205051,N0AAAAAA,1,20.7,19.29,56
38964,0205051P0AAAAAA,Quinapril HCl/Hydchloroth_Tab 10/12.5mg ,205051,P0AAAAAA,1,23.5,21.78,56
398589,0205051P0BBAAAA,Accuretic_Tab                           ,205051,P0BBAAAA,1,11.75,10.88,28
45657,0205051Q0AAAAAA,Quinapril HCl_Tab 5mg                   ,205051,Q0AAAAAA,1,17.18,15.93,56
10605,0205051Q0AAABAB,Quinapril HCl_Tab 10mg                  ,205051,Q0AAABAB,1,17.18,15.93,56
7303,0205051Q0AAACAC,Quinapril HCl_Tab 20mg                  ,205051,Q0AAACAC,2,3.92,3.66,56
18639,0205051Q0AAADAD,Quinapril HCl_Tab 40mg                  ,205051,Q0AAADAD,1,4.28,3.98,56
3992456,0205051Q0BBAAAA,Accupro_Tab 5mg                         ,205051,Q0BBAAAA,1,17.2,15.94,56
748498,0205051Q0BBABAB,Accupro_Tab 10mg                        ,205051,Q0BBABAB,1,4.3,4.1,14
894502,0205051Q0BBACAC,Accupro_Tab 20mg                        ,205051,Q0BBACAC,2,43.16,40,112
308763,0205051Q0BBADAD,Accupro_Tab 40mg                        ,205051,Q0BBADAD,1,9.75,9.04,28
642,0205051R0AAAAAA,Ramipril_Cap 1.25mg                     ,205051,R0AAAAAA,2,3.15,2.94,84
350,0205051R0AAABAB,Ramipril_Cap 2.5mg                      ,205051,R0AAABAB,1,0.09,0.2,2
351,0205051R0AAACAC,Ramipril_Cap 5mg                        ,205051,R0AAACAC,1,0.16,0.26,5
352,0205051R0AAADAD,Ramipril_Cap 10mg                       ,205051,R0AAADAD,1,0.09,0.2,3
939423,0205051R0AAAEAE,Ramipril_Liq Spec 5mg/5ml               ,205051,R0AAAEAE,1,392.73,363.79,150
2684784,0205051R0AAAFAF,Ramipril_Liq Spec 2.5mg/5ml             ,205051,R0AAAFAF,1,64,59.29,100
195201,0205051R0AAAGAG,Ramipril_Liq Spec 1.25mg/5ml            ,205051,R0AAAGAG,1,353.53,327.48,140
1358295,0205051R0AAAHAH,Ramipril_Liq Spec 10mg/5ml              ,205051,R0AAAHAH,1,356.04,329.81,150
2769,0205051R0AAAKAK,Ramipril_Tab 1.25mg                     ,205051,R0AAAKAK,3,4.2,3.93,84
862,0205051R0AAALAL,Ramipril_Tab 2.5mg                      ,205051,R0AAALAL,7,7.83,7.34,252
863,0205051R0AAAMAM,Ramipril_Tab 5mg                        ,205051,R0AAAMAM,3,2.82,2.65,84
864,0205051R0AAANAN,Ramipril_Tab 10mg                       ,205051,R0AAANAN,1,1.04,0.98,28
35226,0205051R0AAATAT,Ramipril_Oral Soln 2.5mg/5ml S/F        ,205051,R0AAATAT,2,240,222.44,375
2021040,0205051R0AAAUAU,Ramipril_Titration Pack (Tab 2.5/5/10mg),205051,R0AAAUAU,1,18.57,17.24,1
670646,0205051R0BBAFAK,Tritace_Tab 1.25mg                      ,205051,R0BBAFAK,1,10.18,9.44,56
33822,0205051R0BBAGAL,Tritace_Tab 2.5mg                       ,205051,R0BBAGAL,1,14.44,13.39,56
32130,0205051R0BBAHAM,Tritace_Tab 5mg                         ,205051,R0BBAHAM,2,20.1,18.64,56
286506,0205051R0BBAIAN,Tritace_Tab 10mg                        ,205051,R0BBAIAN,1,27.36,25.36,56
98993,0205051R0BBAJAU,Tritace_Titration Pack (Tab 2.5/5/10mg) ,205051,R0BBAJAU,1,18.57,17.24,1
216452,0205051S0AAAAAA,Felodipine/Ramipril_Tab 2.5mg/2.5mg M/R ,205051,S0AAAAAA,1,24.55,22.75,28
15842,0205051S0AAABAB,Felodipine/Ramipril_Tab 5mg/5mg M/R     ,205051,S0AAABAB,1,16.13,14.95,28
1188681,0205051S0BBAAAA,Triapin_Tab 2.5mg/2.5mg M/R             ,205051,S0BBAAAA,2,49.1,45.48,56
849422,0205051S0BBABAB,Triapin_Tab 5mg/5mg M/R                 ,205051,S0BBABAB,4,16.12,15.38,28
12558,0205051U0AAAAAA,Trandolapril_Cap 500mcg                 ,205051,U0AAAAAA,1,6.64,6.16,56
30470,0205051U0AAABAB,Trandolapril_Cap 1mg                    ,205051,U0AAABAB,2,39.98,37.06,56
865,0205051U0AAACAC,Trandolapril_Cap 2mg                    ,205051,U0AAACAC,1,12.2,11.31,112
2773,0205051U0AAAFAF,Trandolapril_Cap 4mg                    ,205051,U0AAAFAF,1,13.24,12.28,28
116267,0205051W0AAAAAA,Imidapril HCl_Tab 10mg                  ,205051,W0AAAAAA,2,14.44,13.38,56
189281,0205051W0AAABAB,Imidapril HCl_Tab 5mg                   ,205051,W0AAABAB,2,19.2,17.81,84
98994,0205051W0AAACAC,Imidapril HCl_Tab 20mg                  ,205051,W0AAACAC,3,52.02,48.21,168
682304,0205051W0BBAAAA,Tanatril_Tab 10mg                       ,205051,W0BBAAAA,2,28.88,26.78,112
1230696,0205051W0BBABAB,Tanatril_Tab 5mg                        ,205051,W0BBABAB,1,6.4,5.94,28
2403132,0205051W0BBACAC,Tanatril_Tab 20mg                       ,205051,W0BBACAC,1,8.67,8.04,28
7312,0205051Y0AAAAAA,Perindopril Arginine_Tab 2.5mg          ,205051,Y0AAAAAA,1,4.43,4.12,30
18649,0205051Y0AAABAB,Perindopril Arginine_Tab 5mg            ,205051,Y0AAABAB,1,6.28,5.83,30
25319,0205051Y0AAACAC,Perindopril Arginine_Tab 10mg           ,205051,Y0AAACAC,1,21.3,19.74,60
186335,0205051Y0BBAAAA,Coversyl Arginine_Tab 2.5mg             ,205051,Y0BBAAAA,1,8.86,8.22,60
30472,0205051Y0BBABAB,Coversyl Arginine_Tab 5mg               ,205051,Y0BBABAB,2,12.56,11.66,60
23471,0205051Y0BBACAC,Coversyl Arginine_Tab 10mg              ,205051,Y0BBACAC,1,10.65,9.88,30
10614,0205051Z0AAAAAA,Perindopril Argin/Indapam_Tab 5mg/1.25mg,205051,Z0AAAAAA,1,19.02,17.63,60
30474,0205051Z0BBAAAA,Coversyl Arginine Plus_Tab              ,205051,Z0BBAAAA,3,57.06,52.89,180
866,0205052A0AAAAAA,Irbesartan/Hydchloroth_Tab 150mg/12.5mg ,205052,A0AAAAAA,3,18.6,17.27,112
2776,0205052A0AAABAB,Irbesartan/Hydchloroth_Tab 300mg/12.5mg ,205052,A0AAABAB,4,12.04,11.21,196
2777,0205052A0AAACAC,Irbesartan/Hydchloroth_Tab 300mg/25mg   ,205052,A0AAACAC,2,19.44,18.03,84
69041,0205052A0BBAAAA,CoAprovel_Tab 150mg/12.5mg              ,205052,A0BBAAAA,1,11.84,10.98,28
867,0205052A0BBABAB,CoAprovel_Tab 300mg/12.5mg              ,205052,A0BBABAB,1,15.93,14.77,28
8946,0205052A0BBACAC,CoAprovel_Tab 300mg/25mg                ,205052,A0BBACAC,2,31.86,29.54,56
106576,0205052ABAAAAAA,Olmesartan Medox/Amlodipine_Tab 20mg/5mg,205052,ABAAAAAA,2,33.9,31.42,56
511313,0205052ABAAABAB,Olmesartan Medox/Amlodipine_Tab 40mg/5mg,205052,ABAAABAB,1,16.95,15.71,28
52883,0205052ABAAACAC,Olmesartan Medox/Amlodipine_Tab40mg/10mg,205052,ABAAACAC,1,33.9,31.41,56
146707,0205052ABBBAAAA,Sevikar_Tab 20mg/5mg                    ,205052,ABBBAAAA,1,16.95,15.71,28
577937,0205052ABBBABAB,Sevikar_Tab 40mg/5mg                    ,205052,ABBBABAB,1,16.95,15.71,28
192465,0205052ABBBACAC,Sevikar_Tab 40mg/10mg                   ,205052,ABBBACAC,1,50.85,47.11,84
3534187,0205052ACAAAAAA,Olmesartan/Amlodipine/Hydchloroth_Tab   ,205052,ACAAAAAA,1,16.95,15.71,28
2218796,0205052ACAAABAB,Olmesartan/Amlodipine/Hydchloroth_Tab   ,205052,ACAAABAB,1,16.95,15.71,28
2028955,0205052ACAAACAC,Olmesartan/Amlodipine/Hydchloroth_Tab   ,205052,ACAAACAC,1,16.95,15.71,28
105335,0205052ACAAAEAE,Olmesartan/Amlodipine/Hydchloroth_Tab   ,205052,ACAAAEAE,1,16.95,15.71,28
582141,0205052ACBBAAAA,Sevikar HCT_Tab 20mg/5mg/12.5mg         ,205052,ACBBAAAA,1,16.95,15.71,28
998253,0205052ACBBABAB,Sevikar HCT_Tab 40mg/5mg/12.5mg         ,205052,ACBBABAB,1,16.95,15.71,28
224052,0205052ACBBACAC,Sevikar HCT_Tab 40mg/10mg/12.5mg        ,205052,ACBBACAC,2,33.9,31.42,56
105336,0205052ACBBADAD,Sevikar HCT_Tab 40mg/5mg/25mg           ,205052,ACBBADAD,5,21.2,20.2,35
111632,0205052ACBBAEAE,Sevikar HCT_Tab 40mg/10mg/25mg          ,205052,ACBBAEAE,1,16.95,15.71,28
